id,state,location,mobile_orders,Catering,Pickup,Delivery,WiFi,Playground,breakfast_served,drive_thru,sandwich_price
1502,nj,Berlin Township,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1503,nj,Brick Township,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.29
1504,nj,Burlington Township,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
1505,nj,Centerton Square,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.25
1506,nj,Cherry Hill,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
1507,nj,Connie Chung Travel Plaza,No,No,No,No,No,No,No,No,
1508,nj,Cumberland,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
1509,nj,Delaware Gap Travel Plaza,No,No,No,No,Yes,No,No,No,
1510,nj,Delran,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
1511,nj,Deptford,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5.25
1512,nj,Deptford Mall,Yes,Yes,Yes,Yes,No,No,No,No,5.59
1513,nj,East Gate Square,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.19
1514,nj,Eatontown (NJ),Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.45
1515,nj,Edison Towne Square,Yes,Yes,Yes,Yes,No,No,Yes,Yes,5.45
1516,nj,Egg Harbor,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1517,nj,Englewood (NJ) In-Line,Yes,Yes,Yes,Yes,Yes,No,Yes,No,5.69
1518,nj,Fire Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1519,nj,Flemington,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.45
1520,nj,Freehold,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.49
1521,nj,Freehold Raceway Mall,Yes,Yes,Yes,Yes,No,No,No,No,5.75
1522,nj,Garden State Park In-Line,Yes,Yes,Yes,Yes,Yes,No,Yes,No,5.59
1523,nj,Garden State Plaza,Yes,Yes,Yes,Yes,Yes,No,No,No,5.79
1524,nj,Hackensack (NJ),Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.49
1525,nj,Hamilton Marketplace,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
1526,nj,Hazlet,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.45
1527,nj,Howell,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.29
1528,nj,Landis Avenue,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.25
1529,nj,Lawrenceville (NJ),Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.25
1530,nj,Linden,Yes,Yes,Yes,Yes,No,No,Yes,Yes,5.45
1531,nj,Manahawkin,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.19
1532,nj,Mantua Square,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
1533,nj,Marlkress,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
1534,nj,Marlton,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
1535,nj,Menlo Park Mall,Yes,Yes,Yes,No,No,No,No,No,5.59
1536,nj,Molly Pitcher Travel Plaza,No,No,No,No,No,No,Yes,No,
1537,nj,Monmouth Mall,Yes,Yes,Yes,No,No,No,No,No,5.59
1538,nj,Morris Plains,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.45
1539,nj,Newport Centre,Yes,Yes,Yes,No,Yes,No,Yes,No,5.99
1540,nj,North Bergen,Yes,Yes,Yes,Yes,No,No,Yes,Yes,5.49
1541,nj,North Brunswick (NJ),Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.45
1542,nj,Ocean Township,No,No,No,No,No,No,No,No,5.45
1543,nj,Old Bridge,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.45
1544,nj,Paramus Park Mall,Yes,Yes,Yes,Yes,Yes,No,No,No,5.79
1545,nj,Phillipsburg,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.45
1546,nj,Ramsey (NJ),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.49
1547,nj,RELO - Garden State Park,No,No,No,No,No,No,No,No,5.25
1548,nj,RELO - Hamilton Marketplace,No,No,No,No,No,No,No,No,
1549,nj,South Plainfield,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.45
1550,nj,St. Georges Ave,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.45
1551,nj,Stockton University,No,No,No,No,Yes,No,No,No,
1552,nj,Terrill Road,Yes,Yes,Yes,No,No,Yes,Yes,Yes,5.45
1553,nj,Teterboro Landing,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.49
1554,nj,Thomas Edison Travel Plaza,No,No,No,No,Yes,No,No,No,
1555,nj,Union Township,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.45
1556,nj,Voorhees,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
1557,nj,Washington Township at Greentree Rd,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
1558,nj,Wayne Towne Center In-Line,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,5.79
1559,nj,West Pond,No,No,No,No,No,No,No,No,
1560,nj,Woodbridge Center,Yes,Yes,Yes,Yes,No,No,No,No,5.59
1561,nm,Central & Eubank,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
1562,nm,Cerrillos Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1563,nm,Coors,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,5.09
1564,nm,Cottonwood,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.99
1565,nm,E. University Ave,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.99
1566,nm,Gibson Boulevard,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
1567,nm,Lohman Avenue,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
1568,nm,Main Street & English Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1569,nm,Montgomery and San Mateo,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
1570,nm,New Mexico State University Student Center,No,No,No,No,No,No,No,No,
1571,nm,Paseo Del Norte,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1572,nm,Rio Bravo & Coors,Yes,Yes,Yes,No,Yes,No,Yes,Yes,5.09
1573,nm,University of New Mexico,No,No,No,No,No,No,No,No,
1574,nm,Unser & Southern,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1575,nm,Wyoming Boulevard,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1576,ny,1536 3rd Avenue In-Line,Yes,Yes,Yes,Yes,Yes,No,Yes,No,6.75
1577,ny,216 West 125th Street In-Line,Yes,Yes,Yes,Yes,Yes,No,Yes,No,6.75
1578,ny,219 West 34th Street In-Line,Yes,Yes,Yes,Yes,No,No,Yes,No,6.75
1579,ny,22nd & 6th In-Line,Yes,Yes,Yes,Yes,Yes,No,Yes,No,6.75
1580,ny,31st & Park (NY) In-Line,Yes,Yes,Yes,Yes,Yes,No,Yes,No,6.75
1581,ny,37th & 6th In-Line,Yes,Yes,Yes,Yes,Yes,No,Yes,No,6.75
1582,ny,42nd & Madison In-Line,Yes,Yes,Yes,Yes,Yes,No,Yes,No,6.75
1583,ny,43rd & 8th In-Line,Yes,Yes,Yes,Yes,Yes,No,Yes,No,6.75
1584,ny,46th & 6th In-Line,Yes,Yes,Yes,Yes,Yes,No,Yes,No,6.75
1585,ny,601 West 181st Street In-Line,Yes,Yes,Yes,Yes,No,No,Yes,No,6.75
1586,ny,711 Lexington Avenue In-Line,Yes,Yes,Yes,Yes,No,No,Yes,No,6.75
1587,ny,76 West 225th Street In-Line,No,No,No,No,No,No,No,No,6.29
1588,ny,918 8th Avenue In-Line,Yes,Yes,Yes,Yes,Yes,No,Yes,No,6.75
1589,ny,Albany International Airport,No,No,No,No,No,No,Yes,No,
1590,ny,Cheektowaga,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
1591,ny,Cicero,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
1592,ny,Clay (NY),Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.75
1593,ny,Clifton Park Center (NY),No,No,No,No,No,No,No,No,5.75
1594,ny,Commack,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.79
1595,ny,Farmingdale,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.79
1596,ny,Five Towns,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.79
1597,ny,Flatbush and Atlantic In-Line,Yes,Yes,Yes,Yes,Yes,No,Yes,No,6.75
1598,ny,Fulton Street In-Line,Yes,Yes,Yes,Yes,Yes,No,Yes,No,6.75
1599,ny,Greece,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
1600,ny,Hamburg (NY),Yes,Yes,Yes,Yes,No,No,Yes,Yes,5.75
1601,ny,Henrietta,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.75
1602,ny,Hicksville NY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.79
1603,ny,Huntington (NY),Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.79
1604,ny,Irondequoit (NY),Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.75
1605,ny,Jackson Heights 82nd Street In-Line,Yes,Yes,Yes,No,Yes,No,Yes,No,6.75
1606,ny,Levittown,No,No,No,No,No,No,No,No,5.79
1607,ny,North Greenbush (NY),No,No,No,No,No,No,No,No,
1608,ny,NY State Thruway - Ardsley Travel Plaza,No,No,No,No,No,No,Yes,No,
1609,ny,NY State Thruway - Chittenango Travel Plaza,No,No,No,No,No,No,Yes,No,
1610,ny,NY State Thruway - Clifton Springs Travel Plaza,No,No,No,No,No,No,Yes,No,
1611,ny,NY State Thruway - Iroquois Travel Plaza,No,No,No,No,No,No,Yes,No,
1612,ny,NY State Thruway - Plattekill Travel Plaza,No,No,No,No,No,No,Yes,No,
1613,ny,Plattsburgh,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.39
1614,ny,Port Jefferson,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.79
1615,ny,Queens Center Mall,Yes,Yes,Yes,No,Yes,No,No,No,6.49
1616,ny,Roosevelt Field Mall,Yes,Yes,Yes,Yes,No,No,No,No,6.29
1617,ny,Smithtown,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.79
1618,ny,Staten Island Mall,Yes,Yes,Yes,Yes,No,No,Yes,No,6.49
1619,ny,Transit & Losson,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
1620,ny,Watertown (NY),Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.75
1621,ny,Westbury,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.79
1622,nc,95 & 264 [NC],Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.75
1623,nc,Afton Ridge,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
1624,nc,Airport Road,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.85
1625,nc,Albemarle,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
1626,nc,Albemarle Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1627,nc,Apex,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.85
1628,nc,Appalachian State University,No,No,No,No,Yes,No,No,No,
1629,nc,Arboretum,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.85
1630,nc,Asheboro,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,4.75
1631,nc,Asheboro Mall,Yes,Yes,Yes,No,No,No,Yes,No,5.09
1632,nc,Bank of America Plaza,Yes,No,No,No,Yes,No,Yes,No,5.09
1633,nc,Battleground Plaza,Yes,No,No,No,No,No,Yes,Yes,4.85
1634,nc,Belmont,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.75
1635,nc,Bermuda Run,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.85
1636,nc,Blakeney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1637,nc,Boone,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.75
1638,nc,Brier Creek Parkway at Lumley Road,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.85
1639,nc,Cameron Village,No,No,No,No,No,No,No,No,
1640,nc,Campbell University,No,No,No,No,No,No,Yes,No,
1641,nc,Cape Fear Valley Medical Center OCV,No,No,No,No,No,No,No,No,
1642,nc,Capital Crossing,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.85
1643,nc,Carolina Mall,Yes,Yes,Yes,Yes,No,No,Yes,Yes,5.09
1644,nc,Carolina Pavilion,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.79
1645,nc,Carolina Place,Yes,Yes,Yes,Yes,Yes,No,No,No,5.09
1646,nc,Carolinas Medical Center,Yes,Yes,Yes,Yes,No,No,Yes,No,5.09
1647,nc,Carraway Village,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1648,nc,Charlotte-Douglas International Airport,No,No,No,No,No,No,Yes,No,
1649,nc,Clemmons,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1650,nc,Cleveland Mall,Yes,Yes,Yes,No,Yes,No,Yes,Yes,5.09
1651,nc,Cobb Corners,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.75
1652,nc,Concord Commons,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
1653,nc,Concord Mills,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4.75
1654,nc,Concord Parkway,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
1655,nc,Cornelius,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1656,nc,Cotswold,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.85
1657,nc,Cox Rd,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.75
1658,nc,Crabtree Valley Mall,Yes,Yes,Yes,Yes,Yes,No,No,No,5.09
1659,nc,Cross Creek Mall (NC),Yes,Yes,Yes,Yes,Yes,No,Yes,No,5.09
1660,nc,Crossroads Plaza Cary,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
1661,nc,Davis Lake,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
1662,nc,Denver (NC),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
1663,nc,Duke University Medical Center,No,No,No,No,Yes,No,Yes,No,
1664,nc,East Carolina University - Croatan,No,No,No,No,No,No,Yes,No,
1665,nc,East Woodlawn Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1666,nc,Eastchester,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1667,nc,Elizabeth City,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
1668,nc,Elkin,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
1669,nc,Elon University Commons,Yes,Yes,Yes,No,Yes,No,Yes,Yes,4.75
1670,nc,Falls Village,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1671,nc,Fayetteville State University,Yes,No,No,No,No,No,No,No,
1672,nc,Forest City [NC],Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.79
1673,nc,Four Seasons Town Centre,Yes,No,No,No,Yes,No,No,No,5.09
1674,nc,Franklin (NC),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
1675,nc,Friendly,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.85
1676,nc,Fuquay Varina,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.85
1677,nc,Gardner-Webb University,No,No,No,No,Yes,No,Yes,No,
1678,nc,Garner Towne Square,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.79
1679,nc,Gate City,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
1680,nc,Gateway Village,Yes,No,No,No,No,No,Yes,No,
1681,nc,Goldsboro,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.75
1682,nc,Grandover Village,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.85
1683,nc,Greenville Mall,Yes,Yes,Yes,Yes,Yes,No,No,No,5.09
1684,nc,Guilford College,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
1685,nc,Hanes Mall,Yes,Yes,Yes,No,Yes,No,No,No,5.09
1686,nc,Hanes Mall Boulevard,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
1687,nc,Harris Square (NC),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
1688,nc,Harrison Square,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.79
1689,nc,Henderson,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
1690,nc,Hendersonville,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1691,nc,Hendersonville South,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1692,nc,Heritage Village,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1693,nc,High Point,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1694,nc,High Point University,No,No,No,No,No,No,No,No,
1695,nc,Hillsborough Road,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.79
1696,nc,Holly Springs,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1697,nc,Hope Mills,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
1698,nc,Huffman Mill,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
1699,nc,Independence Mall,Yes,Yes,Yes,Yes,Yes,No,No,No,5.09
1700,nc,Indian Trail,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
1701,nc,Jacksonville Mall,Yes,Yes,Yes,No,Yes,No,No,No,5.09
1702,nc,Jacksonville Mall Drive-Thru Only,Yes,Yes,Yes,No,No,No,Yes,Yes,4.75
1703,nc,Kernersville,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.85
1704,nc,King [NC],Yes,Yes,Yes,No,Yes,No,Yes,Yes,4.79
1705,nc,Kinston,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
1706,nc,Knightdale,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1707,nc,Lake Boone Trail,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.85
1708,nc,Lake Norman,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1709,nc,Laurinburg [NC],Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
1710,nc,Leland Town Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1711,nc,Lenoir Rhyne University,No,No,No,No,No,No,Yes,No,
1712,nc,Lexington Parkway Plaza,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.75
1713,nc,Lincolnton [NC],Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
1714,nc,Lumberton,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
1715,nc,Market Street,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
1716,nc,Matthews,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.79
1717,nc,Mayfaire,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.85
1718,nc,Mebane,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
1719,nc,Merrimon Avenue,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
1720,nc,Methodist University,No,No,No,No,No,No,No,No,
1721,nc,Midtown Corner,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.79
1722,nc,Mint Hill,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1723,nc,Monkey Junction,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1724,nc,Monroe (NC),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
1725,nc,Monroe Crossing Mall,Yes,Yes,Yes,No,No,No,No,No,5.09
1726,nc,Mooresville,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
1727,nc,Morehead City,Yes,No,No,No,Yes,Yes,Yes,No,4.75
1728,nc,Morganton,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.75
1729,nc,Mount Airy,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
1730,nc,Mountain Island,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.85
1731,nc,NC A&T (NC Agricultural & Technical State Univ.),No,No,No,No,No,No,No,No,
1732,nc,New Bern,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
1733,nc,North Carolina Central University,No,No,No,No,No,No,Yes,No,
1734,nc,North Carolina State University,No,No,No,No,No,No,Yes,No,
1735,nc,North Hills In-Line (NC),Yes,Yes,Yes,No,Yes,No,Yes,No,5.09
1736,nc,Northlake Mall (NC),Yes,Yes,Yes,No,No,No,No,No,5.09
1737,nc,Northlake Parkway,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1738,nc,Oleander,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.85
1739,nc,Parkside Town Commons,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.89
1740,nc,Peace Haven,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
1741,nc,Peters Creek,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
1742,nc,PNC Arena OCV,No,No,No,No,No,No,No,No,
1743,nc,Porters Neck Rd,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.85
1744,nc,Prosperity Church Rd,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
1745,nc,Raeford Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
1746,nc,Ramsey Street,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
1747,nc,Rand Village,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.85
1748,nc,Renaissance Village,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1749,nc,Research Triangle,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.79
1750,nc,Rivergate Parkway,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1751,nc,Roanoke Rapids,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
1752,nc,Rocky River Road,Yes,Yes,Yes,Yes,No,No,Yes,Yes,4.75
1753,nc,Roxboro Road,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.85
1754,nc,Sanford,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.75
1755,nc,Shallotte [NC],Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.85
1756,nc,Shelby,Yes,Yes,Yes,Yes,No,No,Yes,Yes,4.75
1757,nc,Six Forks and Strickland Road,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.85
1758,nc,Skibo Square,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
1759,nc,Smith Crossroads,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
1760,nc,Smithfield,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
1761,nc,South Asheville,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.89
1762,nc,South End,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.79
1763,nc,South Hickory,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
1764,nc,South Point Township,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.75
1765,nc,South Square,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1766,nc,Southern Pines,Yes,Yes,Yes,No,No,No,Yes,Yes,4.75
1767,nc,Southpark (NC),Yes,No,No,No,Yes,No,No,No,5.09
1768,nc,Spectrum Center,Yes,No,No,No,No,No,Yes,No,9.5
1769,nc,Stanleyville,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.79
1770,nc,Statesville,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
1771,nc,Stone Creek Village,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1772,nc,Stonecrest at Piper Glen,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1773,nc,Talbert Road,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.75
1774,nc,The Streets at Southpoint,Yes,No,No,No,No,No,No,No,5.09
1775,nc,The Village at North Elm,Yes,Yes,Yes,No,Yes,No,Yes,Yes,4.85
1776,nc,Thruway Shopping Center,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.79
1777,nc,Towne Creek Commons,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
1778,nc,Townridge Square,Yes,Yes,Yes,No,Yes,No,Yes,Yes,4.79
1779,nc,Triangle Town Center,Yes,Yes,Yes,Yes,Yes,No,No,No,5.09
1780,nc,Tunnel Road,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.89
1781,nc,Union Cross,Yes,Yes,Yes,Yes,No,No,Yes,Yes,4.85
1782,nc,University Commons,Yes,Yes,Yes,Yes,No,No,Yes,Yes,4.75
1783,nc,University of NC - Pembroke,No,No,No,No,Yes,No,Yes,No,
1784,nc,University of NC-Chapel Hill (Lenoir Hall),No,No,No,No,No,No,Yes,No,
1785,nc,University of NC-Charlotte,No,No,No,No,No,No,Yes,No,
1786,nc,University of NC-Greensboro (Elliott Center),No,No,No,No,Yes,No,Yes,No,
1787,nc,University of NC-Wilmington,No,No,No,No,No,No,Yes,No,
1788,nc,University of North Carolina Hospital-Beach,No,No,No,No,No,No,Yes,No,
1789,nc,University Place,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1790,nc,Valley Hills Mall,Yes,Yes,Yes,Yes,No,No,No,No,5.09
1791,nc,Viewmont,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
1792,nc,Village District,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
1793,nc,Wake Forest,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1794,nc,Wake Forest Baptist Medical Center,No,No,No,No,No,No,No,No,
1795,nc,Wake Forest University,No,No,No,No,No,No,Yes,No,
1796,nc,Waverly,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1797,nc,Waverly Place,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1798,nc,Waynesville,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1799,nc,Wendover,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1800,nc,Wesley Chapel Weddington,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.75
1801,nc,West Asheville,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
