id,state,location,mobile_orders,Catering,Pickup,Delivery,WiFi,Playground,breakfast_served,drive_thru,sandwich_price
1055,in,Portage Rd,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.99
1056,in,Purdue University,Yes,Yes,Yes,Yes,Yes,No,No,No,5.09
1057,in,Saxony & I-69,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1058,in,Schererville (IN),Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.09
1059,in,South Bend,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.99
1060,in,Southport Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
1061,in,Taylor University,No,No,No,No,No,No,No,No,
1062,in,Terre Haute,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
1063,in,The Crossing,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
1064,in,The Pyramids,Yes,Yes,Yes,Yes,No,No,Yes,Yes,4.99
1065,in,University of Evansville,No,No,No,No,No,No,No,No,
1066,in,University of Notre Dame - Duncan Student Center,No,No,No,No,No,No,Yes,No,
1067,in,University of Southern Indiana,No,No,No,No,No,No,No,No,
1068,in,University Park Mall,Yes,Yes,Yes,Yes,No,No,No,No,5.29
1069,in,Valparaiso (IN),Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.09
1070,in,Veterans Parkway,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
1071,in,West Carmel (IN),No,No,No,No,No,No,No,No,
1072,in,West Evansville,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
1073,in,Westfield,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.19
1074,in,Westfield Wheeler Landing,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.19
1075,in,Wheeler Landing (IN),No,No,No,No,No,No,No,No,
1076,ia,Ames,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1077,ia,Ankeny,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1078,ia,Coral Ridge Mall,Yes,Yes,Yes,Yes,Yes,No,No,No,5.25
1079,ia,Davenport,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1080,ia,Dubuque,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1081,ia,Jordan Creek Town Center,Yes,Yes,Yes,Yes,Yes,No,No,No,5.25
1082,ia,Lindale,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1083,ia,Merle Hay,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1084,ia,Mills Civic Parkway,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1085,ia,Northpark Mall (IA),Yes,Yes,Yes,Yes,No,No,No,No,5.09
1086,ia,Pella (IA),Yes,Yes,Yes,No,No,Yes,Yes,Yes,5.09
1087,ia,Sergeant Road,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.95
1088,ia,University Ave (IA),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1089,ia,Waterloo,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.75
1090,ia,Westdale,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
1091,ks,113th & Nall (KS),Yes,Yes,Yes,Yes,No,No,Yes,Yes,5.09
1092,ks,135th and 69 Hwy,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.09
1093,ks,17th and Wanamaker,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
1094,ks,21st & Maize,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1095,ks,97th & Metcalf (KS),Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.09
1096,ks,Central & Rock Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
1097,ks,Derby Marketplace,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1098,ks,Hutchinson,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
1099,ks,Iowa & 27th (KS),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1100,ks,Johnson County Community College,No,No,No,No,Yes,No,No,No,
1101,ks,K96 & Greenwich Rd (KS),Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.95
1102,ks,Kansas State University,No,No,No,No,No,No,Yes,No,
1103,ks,Lenexa,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1104,ks,Manhattan (KS),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1105,ks,Maple & Ridge,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1106,ks,Mission Crossing,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
1107,ks,Oak Park Plaza,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1108,ks,Olathe Pointe,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1109,ks,Plaza at the Speedway,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1110,ks,Salina,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
1111,ks,University of Kansas,No,No,No,No,No,No,No,No,
1112,ks,Wichita Dwight D. Eisenhower National Airport,No,No,No,No,No,No,Yes,No,
1113,ks,Wichita State University,No,No,No,No,No,No,No,No,
1114,ky,Ashland,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.79
1115,ky,Bardstown Road,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.95
1116,ky,Blankenbaker,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.95
1117,ky,Campbell Lane,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1118,ky,Campbellsville University,No,No,No,No,Yes,No,No,No,
1119,ky,Cincinnati-Northern Kentucky International Airport,No,No,No,No,No,No,Yes,No,
1120,ky,Dixie Hwy (KY),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
1121,ky,Eastern Kentucky University,No,No,No,No,No,No,Yes,No,
1122,ky,Elizabethtown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
1123,ky,Fayette Mall,Yes,Yes,Yes,Yes,Yes,No,Yes,No,5.09
1124,ky,Fort Wright,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.99
1125,ky,Frankfort (KY),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
1126,ky,Georgetown (KY),Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.79
1127,ky,Glenmary,Yes,Yes,Yes,No,Yes,No,Yes,Yes,4.95
1128,ky,Hamburg Place,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.99
1129,ky,Hopkinsville,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
1130,ky,Houston Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
1131,ky,Jefferson Commons,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
1132,ky,Kentucky Oaks Mall,Yes,Yes,Yes,No,No,No,No,No,5.09
1133,ky,Louisville Catering & Delivery,Yes,Yes,Yes,Yes,No,No,Yes,No,4.95
1134,ky,Mall Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
1135,ky,Mall St. Matthews,Yes,No,No,No,Yes,No,No,No,5.19
1136,ky,Middletown Commons,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.95
1137,ky,Morehead State University,No,No,No,No,Yes,No,No,No,
1138,ky,Murray State University,No,No,No,No,No,No,No,No,
1139,ky,Nashville Rd at Campbell Lane,Yes,Yes,Yes,No,No,No,Yes,Yes,4.85
1140,ky,Newport Pavilion,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
1141,ky,Nicholasville Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
1142,ky,Owensboro,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.79
1143,ky,Paducah,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.85
1144,ky,Palomar,Yes,Yes,Yes,No,No,No,Yes,Yes,4.99
1145,ky,Preston Hwy,No,No,No,No,No,No,No,No,
1146,ky,Richmond Centre,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
1147,ky,Richmond Rd at New Circle Rd,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
1148,ky,Russell Cave Rd,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.99
1149,ky,Scottsville Rd,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.85
1150,ky,Somerset [KY],Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
1151,ky,Springhurst,Yes,Yes,Yes,No,Yes,No,Yes,Yes,4.95
1152,ky,St. Matthews,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
1153,ky,Stonybrook,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
1154,ky,Turfland,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
1155,ky,University of Kentucky,No,No,No,No,No,No,Yes,No,
1156,ky,University of Kentucky - The 90,No,No,No,No,No,No,Yes,No,
1157,ky,University of Louisville,No,No,No,No,Yes,No,No,No,
1158,ky,University of Louisville Medical Center,No,No,No,No,Yes,No,No,No,
1159,ky,University of Pikeville,No,No,No,No,No,No,No,No,
1160,ky,University of the Cumberlands,No,No,No,No,No,No,No,No,
1161,ky,Western Kentucky University,No,No,No,No,No,No,No,No,
1162,la,Acadiana Mall,Yes,Yes,Yes,No,Yes,No,No,No,5.09
1163,la,Airline Highway,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.99
1164,la,Alexandria Mall,Yes,Yes,Yes,Yes,Yes,No,No,No,5.09
1165,la,Algiers,Yes,Yes,Yes,Yes,No,No,Yes,Yes,4.95
1166,la,Burbank & Ben Hur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
1167,la,College Drive,Yes,Yes,Yes,No,Yes,No,Yes,Yes,4.95
1168,la,Covington - Highway 190,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
1169,la,Covington - Highway 21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
1170,la,Denham Springs,Yes,Yes,Yes,No,Yes,Yes,Yes,No,4.95
1171,la,East Houma,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.95
1172,la,Gause Blvd.,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.95
1173,la,Gonzales (LA),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
1174,la,Grambling State University,No,No,No,No,No,No,No,No,
1175,la,Hammond,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.95
1176,la,Harvey,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
1177,la,Houma,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.95
1178,la,I-10 & Carrollton,Yes,Yes,Yes,No,No,No,Yes,Yes,4.95
1179,la,I-10 at Louisiana Avenue,Yes,Yes,Yes,No,Yes,No,Yes,Yes,4.79
1180,la,I-220 & Airline Drive,Yes,Yes,Yes,No,Yes,Yes,Yes,No,4.85
1181,la,Jackson & Macarthur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
1182,la,Johnston St. & Ridge Rd.,No,No,No,No,No,No,No,No,
1183,la,Kaliste Saloom,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,4.79
1184,la,Kenner,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
1185,la,Lagniappe Village,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.79
1186,la,Lake Charles,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
1187,la,Lakeside Shopping Center,Yes,Yes,Yes,No,No,No,Yes,No,5.09
1188,la,LaPlace,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
1189,la,Louis Armstrong New Orleans Int'l Airport,No,No,No,No,No,No,Yes,No,
1190,la,Louisiana State University,No,No,No,No,No,No,Yes,No,
1191,la,Louisiana Tech University,No,No,No,No,No,No,Yes,No,
1192,la,Mall of Louisiana,Yes,Yes,Yes,Yes,Yes,No,No,No,5.09
1193,la,Mandeville,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
1194,la,Mansfield Road,Yes,Yes,Yes,No,Yes,No,Yes,No,4.85
1195,la,Marrero,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
1196,la,Millerville Road,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.95
1197,la,Natchitoches [LA],Yes,Yes,Yes,Yes,No,No,Yes,Yes,4.79
1198,la,Nicholls State University,No,No,No,No,Yes,No,Yes,No,
1199,la,Northwestern State University,No,No,No,No,No,No,No,No,
1200,la,Oakwood Center,Yes,Yes,Yes,No,No,No,No,No,5.25
1201,la,Pecanland Mall,Yes,Yes,Yes,Yes,No,No,No,No,5.09
1202,la,Poydras Street In-Line,Yes,Yes,Yes,Yes,Yes,No,Yes,No,5.09
1203,la,Ruston,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.85
1204,la,S. Clearview,Yes,Yes,Yes,No,No,Yes,Yes,Yes,4.95
1205,la,Siegen Lane,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.99
1206,la,Southeastern Louisiana University - War Memorial,No,No,No,No,No,No,Yes,No,
1207,la,Southern University,No,No,No,No,No,No,Yes,No,
1208,la,Thibodaux,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
1209,la,Thomas Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1210,la,University of Louisiana Lafayette,No,No,No,No,No,No,Yes,No,
1211,la,University of Louisiana Monroe,No,No,No,No,No,No,Yes,No,
1212,la,University of New Orleans,No,No,No,No,No,No,Yes,No,
1213,la,Veterans Memorial Blvd,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.95
1214,la,West Hammond [LA],Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,4.95
1215,la,West Monroe Drive-Thru Only,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.85
1216,la,Xavier University,No,No,No,No,No,No,Yes,No,
1217,la,Youree Drive,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.85
1218,me,Bangor,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.45
1219,me,Rock Row,Yes,Yes,Yes,No,No,No,Yes,Yes,5.45
1220,md,Aberdeen,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.19
1221,md,Annapolis,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.29
1222,md,Anne Arundel Community College,Yes,Yes,Yes,No,Yes,No,Yes,No,
1223,md,Arundel Mills,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
1224,md,Balk Hill,Yes,Yes,Yes,No,Yes,No,Yes,Yes,5.19
1225,md,Baltimore-Washington Intl Airport - A/B Core,No,No,No,No,Yes,No,Yes,No,
1226,md,Bel Air,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.19
1227,md,Bowie,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
1228,md,Bowie Marketplace,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
1229,md,Brandywine,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.25
1230,md,Cambridge,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1231,md,Canton Crossing,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.19
1232,md,Capital Centre,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.19
1233,md,Capital Plaza,Yes,Yes,Yes,Yes,No,No,Yes,Yes,5.19
1234,md,Centre at Glen Burnie,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.19
1235,md,Centre at Salisbury,Yes,No,No,No,No,No,No,No,5.39
1236,md,Clarksville,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.29
1237,md,College Park - Baltimore Ave LBM,No,No,No,No,No,No,No,No,3.49
1238,md,Columbia Mall (MD),Yes,Yes,Yes,Yes,Yes,No,Yes,No,5.69
1239,md,Constant Friendship,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.19
1240,md,Corridor Market Place,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
1241,md,Crofton,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.29
1242,md,District Heights,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.19
1243,md,Dobbin Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.29
1244,md,Easton,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.19
1245,md,Eastpoint,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.19
1246,md,Edgewater (MD),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.29
1247,md,Eldersburg,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.19
1248,md,Elkton,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.19
1249,md,Executive Park Drive,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.29
1250,md,First Colony Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.19
1251,md,Forest Hill,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.19
1252,md,Foundry Row,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
1253,md,Frederick,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.25
1254,md,Frederick North,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
1255,md,Frostburg State University,No,No,No,No,No,No,Yes,No,
1256,md,Gaithersburg,No,No,No,No,No,No,No,No,5.49
1257,md,Germantown Town Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.49
1258,md,Hagerstown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1259,md,Hunt Valley Towne Centre,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.19
1260,md,Ingleside,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.19
1261,md,Inner Harbor In-Line,Yes,Yes,Yes,Yes,Yes,No,Yes,No,5.69
1262,md,Johns Hopkins Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.29
1263,md,Joppa Road,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.19
1264,md,Kent Island,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.19
1265,md,Kentlands Square In-Line,Yes,Yes,Yes,No,Yes,Yes,Yes,No,5.89
1266,md,La Plata,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.19
1267,md,La Vale,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1268,md,Lansdowne Station,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1269,md,Laurel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
1270,md,Linthicum,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.19
1271,md,Martin Plaza,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.19
1272,md,Montrose Crossing In-Line,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,5.75
1273,md,Morgan State University,No,No,No,No,No,No,No,No,
1274,md,North Pointe Plaza (MD),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1275,md,Nottingham Square,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,5.19
1276,md,Olney,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.45
1277,md,Owings Mills Square,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.19
1278,md,Pasadena Crossroads,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
1279,md,Perry Hall Shopping Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.19
1280,md,Prince Frederick,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.19
1281,md,Quarterfield Crossing,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
1282,md,Queen City Centre,Yes,Yes,Yes,No,Yes,No,Yes,Yes,5.09
1283,md,Reisterstown,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.19
1284,md,Ridgeside Drive,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.19
1285,md,Rockville Research Row,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.45
1286,md,Salisbury University,No,No,No,No,Yes,No,No,No,
1287,md,Security Square,Yes,Yes,Yes,Yes,No,No,Yes,Yes,5.19
1288,md,Severna Park,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.29
1289,md,Sharpsburg Pike,No,No,No,No,No,No,No,No,
1290,md,Silver Spring In-Line,Yes,Yes,Yes,Yes,No,No,Yes,No,5.89
1291,md,Smallwood Drive,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5.19
1292,md,Steeplechase,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.19
1293,md,Tech Rd. Silver Spring In-Line,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,5.75
1294,md,Towson Town Center,Yes,Yes,Yes,Yes,Yes,No,No,No,5.59
1295,md,Towson University,No,No,No,No,Yes,No,No,No,
1296,md,University of Maryland- Baltimore County,No,No,No,No,Yes,No,Yes,No,
1297,md,University of Maryland-College Park,No,No,No,No,No,No,Yes,No,
1298,md,Vista Gardens Marketplace,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5.25
1299,md,Waldorf,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,5.19
1300,md,Waugh Chapel,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.29
1301,md,West Ocean City,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.79
1302,md,Westfield Annapolis Mall,Yes,Yes,Yes,Yes,No,No,Yes,No,5.59
1303,md,Westfield Montgomery Mall (MD),Yes,Yes,Yes,Yes,Yes,No,No,No,5.69
1304,md,Westminster,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5.19
1305,md,White Marsh Mall,Yes,No,No,No,Yes,No,No,No,5.39
1306,md,Woodyard Landing,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.25
1307,md,York Road,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.19
1308,ma,Attleboro,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.75
1309,ma,Brockton,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.49
1310,ma,Burlington Mall,Yes,Yes,Yes,Yes,Yes,No,No,No,5.99
1311,ma,Cape Cod,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
1312,ma,Chicopee,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
1313,ma,Copley Square In-Line,Yes,Yes,Yes,Yes,Yes,No,Yes,No,6.09
1314,ma,Dedham,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
1315,ma,Fall River (MA),Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.69
1316,ma,Framingham,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
1317,ma,Hanover (MA),Yes,Yes,Yes,No,Yes,No,Yes,Yes,5.69
1318,ma,Marlborough (MA),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
1319,ma,Methuen,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
1320,ma,Northshore Mall,Yes,Yes,Yes,Yes,No,No,No,No,5.99
1321,ma,Plymouth,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
1322,ma,Seekonk,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
1323,ma,Westborough,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.75
1324,ma,Woburn,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.75
1325,ma,Worcester,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.69
1326,mi,28th & Beltline,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1327,mi,54th and 131,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1328,mi,Allen Park (MI),Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5.09
1329,mi,Alpine Avenue (MI),No,No,No,No,No,No,No,No,
1330,mi,Battle Creek (MI),Yes,Yes,Yes,Yes,No,No,Yes,Yes,5.09
1331,mi,Cascade (MI),Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.09
1332,mi,Detroit Medical Center,No,No,No,No,No,No,No,No,
1333,mi,Detroit Metropolitan Airport,No,No,No,No,No,No,Yes,No,
1334,mi,Detroit Metropolitan Airport-North Terminal,No,Yes,Yes,No,No,No,Yes,No,
1335,mi,Eastern Michigan University,No,No,No,No,Yes,No,No,No,
1336,mi,Grand Rapids South,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1337,mi,Holland,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1338,mi,Kalamazoo Main Street (MI),Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,5.09
1339,mi,Lansing,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1340,mi,Livonia (MI),Yes,Yes,Yes,No,Yes,No,Yes,No,5.09
1341,mi,Monroe (MI),Yes,Yes,Yes,No,No,No,Yes,Yes,5.09
1342,mi,Northville (MI),Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,5.09
1343,mi,Norton Shores (MI),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1344,mi,Okemos,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,5.09
1345,mi,Shelby Township (MI),Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,5.09
1346,mi,Somerset Collection North,Yes,Yes,Yes,No,Yes,No,No,No,5.45
1347,mi,Southfield (MI),Yes,Yes,Yes,No,No,No,Yes,Yes,5.09
1348,mi,Traverse City (MI),Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.09
1349,mi,Twelve Oaks (MI),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1350,mi,Walker (MI),Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.09
1351,mi,Westnedge,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1352,mi,Woodhaven (MI),Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.09
1353,mn,Apple Valley,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1354,mn,Arden Hills (MN),Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.19
1355,mn,Bloomington (MN),Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5.19
1356,mn,Brooklyn Park (MN),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
1357,mn,Burnsville  (MN),Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.09
1358,mn,Chanhassen,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5.29
1359,mn,Coon Rapids at Riverdale,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.99
